facility_code,work_order_number,functional_location,work_order_description,order_type,planner_group,user_status,abc_field,work_centre,maint_activ_type,latest_allowable_finish_date,system_status
MST1,81001070,MST1-S-MOHD-CON,ST1 Helideck Structure - V120 - Annual,UM01,MEC,WCOM,U,GENCON,SFC,5/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001071,MST1-P-WHXM,WELLHEAD & FLOWLINES - V009 - Vendor Ins,UM01,MEC,WCOM,U,GENCON,SFC,5/2/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001072,MST1-P-PGPS-ISEVES-V5301,PRODUCED water COALESCER - C12 -,UM01,MEC,WCOM,U,GENCON,SFC,5/2/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001074,MST1-P-PGME-SPRVES-V3004,PIG RECEIVER WINDERMERE - C12 -,UM01,MEC,WCOM,U,GENCON,SFC,5/2/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001075,MST1-P,ST-1 Process Piping & PSV's - C012 -,UM01,MEC,WCOM,U,GENCON,SFC,5/2/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001077,MST1-P-PGPS-PSEVES-V3003,PRODUCTION SEPARATOR - C12 - Wall Thickn,UM01,MEC,WCOM,U,GENCON,SFC,5/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001078,MST1-P-PGPS-TSEVES-V3002,TEST SEPARATOR - C12 - Wall Thickness Me,UM01,MEC,WCOM,U,GENCON,SFC,5/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001079,MST1-C-NAAD,NAVIGATION AIDS - V301 - Vendor Inspect,UM01,ELE,WCOM,U,GENCON,SFC,5/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001081,MST1-U-ECLV-GLTEME,Emerg. Lighting & Escape Routes - T180,UM01,ELE,WCOM,U,ELEC,SFC,4/25/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001083,MST1-P-WHXM-W04SSV-XXV10061,SCSSV Well B2 - M405 - SCSSV & X-Mas Tre,UM01,MEC,WCOM,U,OPS,SFC,5/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001084,MST1-P-WHXM-W05SSV-XXV10081,SCSSV Well B1 - M405 - SCSSV & X-Mas Tre,UM01,MEC,WCOM,U,OPS,SFC,5/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001085,MST1-P-WHXM-W01SSV-XXV10041,SCSSV Well B5 - M405 - SCSSV & X-Mas Tre,UM01,MEC,WCOM,U,OPS,SFC,5/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001086,MST1-P-WHXM-W01SSV-XXV10001,SCSSV Well B4 - M405 - SCSSV & X-Mas Tre,UM01,MEC,WCOM,U,OPS,SFC,5/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001087,MST1-P-WHXM-W06SSV-XXV10071,SCSSV Well B6 - M405 - SCSSV & X-Mas Tre,UM01,MEC,WCOM,U,OPS,SFC,5/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001089,MST1-H-SAEE-BOAFLB,Free Fall Lifeboat - Cradle - M312 - Lif,UM01,PDN,WCOM,U,MECH,SFC,5/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001092,MST1-H,SAFETY EQUIPMENT - O101 - Safety Equipme,UM01,PDN,WCOM,U,OPS,SFC,4/26/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001093,MST1-P-PGME-SPRPGI-XXV30050,XXV Riser Windermere Pipeline - M410 - P,UM01,INS,WCOM,U,OPS,SFC,5/9/2012,CLSD NMAT PRC  SETC
MST1,81001094,MST1-P-PGME-EXPSDV-XXV30019,XXV gas to pipeline (exp.t valve) - M410,UM01,PDN,WCOM,U,OPS,SFC,5/9/2012,CLSD NMAT PRC  SETC
MST1,81001175,MST1-U-CHCI-INJSRV-PSV59031,PSV Corrn Inhib Pump B 143Bar - Q011,UM01,MEC,WCOM,U,OPS,SFC,5/16/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001176,MST1-U-CHCI-INJSRV-PSV59021,PSV Corrn Inhib Pump A 143Bar - Q011,UM01,MEC,WCOM,U,OPS,SFC,5/16/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001178,MST1-H-SAEE-BOAFLB-S8002,FF Lifeboat - Driver - S002 - Lub Oil Ch,UM01,PDN,WCOM,U,MECH,SFC,6/2/2012,TECO CNF  NMAT PRC  SETC
MST1,81001182,MST1-U-CHCI-INJINL,PSV Inhib Inject to Windermere - Q011,UM01,MEC,WCOM,U,OPS,SFC,5/20/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001183,MST1-P-PGME-SPRPRV-PSV30050,PSV Pig Receiver Windermere - Q011 - Re-,UM01,MEC,WCOM,U,OPS,SFC,5/20/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001184,MST1-U-CHCI-INJINL,PSV Inhib Inject to Windermere - Q011,UM01,MEC,WCOM,U,OPS,SFC,5/20/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001185,MST1-U-CHHI-INJSRV-PSV53001,PSV Methanol to pipeline - Q011 - Re-Cer,UM01,MEC,WCOM,U,OPS,SFC,5/20/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001186,MST1-H-FFFW-FPDDIE-G7004,DFWP Radiator Fan Motor - E150 - Motor D,UM01,INS,WCOM,U,ELEC,SFC,10/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001187,MST1-H-FFFW-FPDDIE-G7004,DFWP Generator Set - E150 - Motor Driver,UM01,INS,WCOM,U,ELEC,SFC,10/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001188,MST1-U-HLCR,Pedestal Crane - S003 - Crane Bearing Gr,UM01,MEC,WCOM,U,CRANE,SFC,5/30/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001191,MST1-U-CHCI-INJINL,XXV Inhib Inject to Windermere - I066,UM01,MEC,WCOM,U,INST,SFC,6/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001192,MST1-P-PGPS-TSEOTG-XXV30001,XXV Test Separator gas outlet - I066 - V,UM01,MEC,WCOM,U,INST,SFC,6/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001194,MST1-U-CHME-INJ,XXV Well B5 Methanol Injection - I066 -,UM01,MEC,WCOM,U,INST,SFC,6/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001195,MST1-U-FUGO-OUTUSR-XXV63002,XXV Diesel Oil to generator - I066 - Val,UM01,MEC,WCOM,U,INST,SFC,6/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001196,MST1-U-CHME-INJ,XXV Well B2 Methanol Injection - I066 -,UM01,MEC,WCOM,U,INST,SFC,6/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001197,MST1-U-CHME-INJ,XXV Well B1 Methanol Injection - I066 -,UM01,MEC,WCOM,U,INST,SFC,6/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001198,MST1-U-FUGO-OUTUSR-XXV63001,XXV Diesel oil to generator - I066 - Val,UM01,MEC,WCOM,U,INST,SFC,6/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001199,MST1-U-CHCI-INJINL,XXV Inhibitor Inj to Windermere - I066,UM01,MEC,WCOM,U,INST,SFC,6/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001200,MST1-U-CHME-INJ,"""XXV Well B4 Meth Inject 1"""" X 3. I066",UM01,MEC,WCOM,U,INST,SFC,6/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001201,MST1-U-CHCI-INJINL,XXV Inhibitor Inj to Windermere - I066,UM01,MEC,WCOM,U,INST,SFC,6/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001204,MST1-U-CHME-INJ,XXV Well B3 Methanol Injection - I066 -,UM01,MEC,WCOM,U,INST,SFC,6/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001205,MST1-P-PGPW-CWSODR-XXV53003,XXV Degass vess to drain caisson - I066,UM01,MEC,WCOM,U,INST,SFC,6/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001206,MST1-P-PGPS-TSEOCN-XXV32001,XXV Test Sepa condensate outlet - I066,UM01,MEC,WCOM,U,INST,SFC,6/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001207,MST1-P-PGPS-TSEOPW-XXV53050,Test Sep. liquids by-pass valve - I066 -,UM01,MEC,WCOM,U,INST,SFC,6/3/2012,TECO CNF  NMAT PRC  SETC
MST1,81001218,MST1-U-EGBU-UPSBAT-EB7402,12Volt Battery Bank Nav Aids - E901 - Ba,UM01,ELE,WCOM,U,ELEC,SFC,6/7/2012,CLSD NMAT PRC  SETC
MST1,81001219,MST1-H-FFFW-FPDPU2-P5002,Diesel Fire Water Pump Primary - E151,UM01,MEC,WCOM,U,ELEC,SFC,10/11/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001221,MST1-H-FFFW-FPDPU1-P5001,Electric Fire Water Pump Backup - E151 -,UM01,MEC,WCOM,U,ELEC,SFC,10/11/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001226,MST1-P-PGME,XXV Windermere Allocation Metering - I62,UM01,MEC,WCOM,U,INST,SFC,6/7/2012,TECO CNF  NMAT PRC  SETC
MST1,81001403,MST1-F-HVAC-CLO000,Fire & Gas Damper   I351,UM01,INS,WCOM,U,E&I,SFC,6/17/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001410,MST1-C-NAAD,"NAV AID STATIONS 1,2,3,4   T103",UM01,ELE,WCOM,U,ELEC,SFC,6/13/2012,TECO CNF  NMAT PRC  SETC
MST1,81001424,MST1-P-WHXM-W03,PT Well B5 Annulus 2    I400,UM01,PDN,WCOM,U,OPS,SFC,6/13/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001441,MST1-C-NAAD,"NAV AID STATIONS 1,2,3,4   T103",UM01,ELE,WCOM,U,ELEC,SFC,6/27/2012,TECO CNF  NMAT PRC  SETC
MST1,81001463,MST1-C-NAAD,"NAV AID STATIONS 1,2,3,4   T103",UM01,ELE,WCOM,U,ELEC,SFC,7/11/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001498,MST1-F-HVAC-CLO000,Fire & Gas Damper   I351,UM01,INS,WCOM,U,E&I,SFC,7/17/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001499,MST1-F-HVAC-CLO000,Fire & Gas Damper   I351,UM01,INS,WCOM,U,E&I,SFC,8/16/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001500,MST1-F-HVAC-CLO000,Fire & Gas Damper   I351,UM01,INS,WCOM,U,E&I,SFC,9/15/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001501,MST1-F-HVAC-CLO000,Fire & Gas Damper   I351,UM01,INS,WCOM,U,E&I,SFC,10/15/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001519,MST1-C-NAAD,"NAV AID STATIONS 1,2,3,4   T103",UM01,ELE,WCOM,U,ELEC,SFC,7/25/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001520,MST1-C-NAAD,"NAV AID STATIONS 1,2,3,4   T103",UM01,ELE,WCOM,U,ELEC,SFC,8/8/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001521,MST1-C-NAAD,"NAV AID STATIONS 1,2,3,4   T103",UM01,ELE,WCOM,U,ELEC,SFC,8/22/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001522,MST1-C-NAAD,"NAV AID STATIONS 1,2,3,4   T103",UM01,ELE,WCOM,U,ELEC,SFC,9/5/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001523,MST1-C-NAAD,"NAV AID STATIONS 1,2,3,4   T103",UM01,ELE,WCOM,U,ELEC,SFC,9/19/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001524,MST1-C-NAAD,"NAV AID STATIONS 1,2,3,4   T103",UM01,ELE,WCOM,U,ELEC,SFC,10/3/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001906,MST1-C-NAAD,"NAV AID STATIONS 1,2,3,4   T103",UM01,ELE,WCOM,U,ELEC,SFC,10/17/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001977,MST1-P-PGPS-PSEPRV-PSV30011,Q011 48M PSV Production Separator,UM01,INS,WCOM MERR,U,INST,SFC,6/27/2012,CLSD CNF  GMPS PRC  SETC
MST1,81001980,MST1-P-PGPS-TSEPRV-PSV30010,Q011 48M PSV Test Separator,UM01,INS,WCOM,U,INST,SFC,6/27/2012,CLSD CNF  NMAT PRC  SETC
MST1,81001988,MST1-U-FUFG-SCRPRV-PSV60002,Q011 48M PSV LP Fuel Gas,UM01,INS,WCOM,U,INST,SFC,6/27/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002133,MST1-C-NAAD,"NAV AID STATIONS 1,2,3,4   T103",UM01,ELE,WCOM,U,ELEC,SFC,10/31/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002257,MST1-P-PGME-SPRPRV-PSV30050,Q011 48M PSV Pig Receiver,UM01,INS,WCOM,U,INST,SFC,10/6/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002279,MST1-U-CHHI-INJSRV-PSV53001,Q011 48M PSV Hydrate Inhib. Export Line,UM01,INS,WCOM,U,INST,SFC,10/6/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002287,MST1-P-PGPS-PSEPRV-PSV30012,Q011 48M PSV Production Separator,UM01,MEC,WCOM,U,MECH,SFC,2/2/2013,CLSD CNF  NMAT PRC  SETC
MST1,81002297,MST1-P-PGPS-TSEPRV-PSV30009,Q011 48M PSV Test Separator,UM01,MEC,WCOM,U,MECH,SFC,2/2/2013,CLSD CNF  NMAT PRC  SETC
MST1,81002318,MST1-U-FUFG-SCRDLC-LCV60001,I645 12M LCV LP Fuel Gas Scrubber,UM01,INS,WCOM,U,INST,SFC,7/20/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002319,MST1-U-FUFG-SCRDSD-XXV53006,I066 SDV to Slob Oil Vessel,UM01,INS,WCOM,U,INST,SFC,8/23/2012,TECO CNF  NMAT PRC  SETC
MST1,81002320,MST1-U-FUFG-SCRIPC-PT60001,I400 Fuel Gas Pressure to Flow Computer,UM01,INS,WCOM,U,INST,SFC,9/25/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002321,MST1-U-FUFG-SCRIPC-PT60002,I400 PT Fuel Gas Pressure to PSS,UM01,INS,WCOM,U,INST,SFC,9/25/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002322,MST1-U-FUFG-SCRPRV-PSV60001,Q011 48M PSV LP Fuel Gas,UM01,MEC,WCOM,U,MECH,SFC,2/2/2013,CLSD CNF  NMAT PRC  SETC
MST1,81002386,MST1-F-HVAC-CLO000,Fire & Gas Damper   I351,UM01,INS,WCOM,U,E&I,SFC,11/14/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002389,MST1-C-NAAD,"NAV AID STATIONS 1,2,3,4   T103",UM01,ELE,WCOM,U,ELEC,SFC,11/14/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002659,MST1-C-CNEM-FLDMAN,"V007 12M ESD, Manual Alarm Call Points",UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002660,MST1-H-FF,V007 12M F&G Action,UM01,ELE,WCOM,U,ELEC,SFC,7/18/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002661,MST1-C-FGCS-CEN,V007 12M Platform F&G Control System,UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002662,MST1-C-FGDT-ABH001,"F100 2M Gas Det, Zone 1, Wellhead Area",UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002663,MST1-C-FGDT-ABH002,"V007 12M Gas Detectors, Zone 2, ESDV V.A",UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002664,MST1-C-FGDT-ABH003,V007 12M Gas Detectors Zone 3 Proc. Area,UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002665,MST1-C-FGDT-ABH004,"V007 12M Gas Dets, Zone 4, Process Area",UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002666,MST1-C-FGDT-ABH006,"V007 12M Gas Det, Zone 6, Battery Room",UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002680,MST1-C-FGDT-ABH007,"V007 12M Gas Det, Zone 7, Manifold Area",UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002681,MST1-C-FGDT-ABH008,"V007 12M Gas Det, Zone 8, E&I Room",UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002682,MST1-C-FGDT-ABH009,"V007 12M Gas Det, Zone 9, Mezz Deck",UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002683,MST1-C-FGDT-ABH010,"V007 12M Gas Det, Zone 10, Pigging Area",UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002684,MST1-C-FGDT-ABH012,"V007 12MGas Det, Zone 12, Generator Room",UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002685,MST1-C-FGDT-ABH013,"Gas Det, Zone 10, Gas Gen. Encl.",UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002686,MST1-C-FGDT-ABHPOR,V007 12M Portable Gas Detectors,UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002687,MST1-C-FGDT-BFL001,V007 12M Flame Detec. Zone 1 W/head Area,UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002688,MST1-C-FGDT-BFL002,v007 12m Flame Detect Zone 2 ESDV  Area,UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002689,MST1-C-FGDT-BFL003,V007 12M Flame Detec Zone 3 Process Area,UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002690,MST1-C-FGDT-BFL007,v007 12M Flame Detect Zone 7 Manif Area,UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002691,MST1-C-FGDT-BFL010,V007 12M Flame Detectors Zone 10 W/Deck,UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002692,MST1-C-FGDT-BFL012,V007 12M Flame Detect Zone 12 Diesel Gen,UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002693,MST1-C-FGDT-BFL016,V007 12M Flame Detect Zone 16 Vent Stack,UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002694,MST1-C-FGDT-BHE004,V007 12M Heat Detect Zone 4 ShelterStore,UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002695,MST1-C-FGDT-BHE008,V007B 12M Heat Detectors Zone 8 E&I Room,UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
MST1,81002696,MST1-C-FGDT-BHE011,"V007 12M Heat Detectors, Zone 11, Crane",UM01,INS,WCOM,U,INST,SFC,8/1/2012,CLSD CNF  NMAT PRC  SETC
