facility_code,work_order_number,functional_location,work_order_description,order_type,planner_group,user_status,abc_field,work_centre,maint_activ_type,latest_allowable_finish_date,system_status
WIND,81000255,WIND-H-SAEE-PERJAC,Life Jackets Box (8x)  Q016  Lifejackets,UM01,PDN,WCOM,U,OPS,SFC,4/9/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81000256,WIND-P-PGPS-MANMA1-PT30103,PT Production Manifold (overpr.protect.),UM01,INS,WCOM,U,INST,SFC,4/9/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81000257,WIND-P-PGPS-MANMA1-PT30102,PT Production Manifold (overpr.protect.),UM01,INS,WCOM,U,INST,SFC,4/9/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81000258,WIND-P-PGPS-MANMA1-PT30101,PT Production Manifold (overpr.protect.),UM01,INS,WCOM,U,INST,SFC,4/9/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81000261,WIND-U-HLCR-DH1,Pedestal Crane  M547  Pedestal Crane,UM01,MEC,WCOM,U,OPS,SFC,4/9/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81000262,WIND-U-CHHI-INJOFI-XXV55101,XXV Methanol To Production Manifold  I61,UM01,MEC,WCOM,U,OPS,SFC,3/19/2012,CLSD CNF  NMAT PRC  SETC
WIND,81000263,WIND-P-WHXM-W02INJ-XXV10124,XXV Methanol to Well 2  I615  Shutdown V,UM01,MEC,WCOM,U,OPS,SFC,3/26/2012,CLSD CNF  NMAT PRC  SETC
WIND,81000264,WIND-U-CHCI-INJOUT-XXV55102,XXV Corrosion Inhibitor to Prod. Manif.,UM01,MEC,WCOM,U,OPS,SFC,3/19/2012,CLSD CNF  NMAT PRC  SETC
WIND,81000265,WIND-P-WHXM-W01INJ-XXV10104,XXV Methanol to Well 1  I615  Shutdown V,UM01,MEC,WCOM,U,OPS,SFC,3/26/2012,CLSD CNF  NMAT PRC  SETC
WIND,81000266,WIND-P-PGPS-MANHPV-XBDV30101,XBDV Production Manifold to Vent  I615,UM01,MEC,WCOM,U,OPS,SFC,3/19/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81000270,WIND-U-HLCR-DH1,Crane Hydraulic System  S001  Oil Sampli,UM01,MEC,WCOM,U,MECH,SFC,4/9/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81000271,WIND-U-HLCR-DH1,Crane Winch Gear  S002  Lub Oil Change &,UM01,MEC,WCOM,U,MECH,SFC,4/9/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81000272,WIND-U-HLCR-DH1,Crane Slewing Gear  S002  Lub Oil Change,UM01,MEC,WCOM,U,MECH,SFC,4/9/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81000273,WIND-U-EGBU-UPSBAT-EB7401A,UPS Battery Set A  E901  Batteries,UM01,ELE,WCOM,U,ELEC,SFC,4/9/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81000278,WIND-H-SAEE-BOAWLB-S8001,Lifeboat  M306  Lifeboat (Standby Boat),UM01,PDN,WCOM,U,GENCON,SFC,5/7/2012,CLSD GMPS NMAT PPRT PRC  SETC
WIND,81000279,WIND-H-SAEE-BOAWLB-S8002,Lifeboat Davit  M308  Lifeboat Davit,UM01,PDN,WCOM,U,GENCON,SFC,5/22/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81000280,WIND-S-MOHD,* Windermere Helicopterdeck  V120  Annua,UM01,MEC,WCOM,U,GENCON,SFC,5/22/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81000281,WIND-H-SAEE-BOAWLB-S8001,Lifeboat Engine  S002  Lub Oil Change &,UM01,PDN,WCOM,U,GENCON,SFC,5/23/2012,CLSD PRT  NMAT PRC  SETC
WIND,81000282,WIND-C-NAAD-FLDLGT,NAVIGATIONAL AIDS  V301  Vendor Inspecti,UM01,ELE,WCOM,U,GENCON,SFC,5/23/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81000283,WIND-P-WHXM,WELLHEAD & FLOWLINES  V300  XMas Trees W,UM01,MEC,WCOM,U,GENCON,SFC,5/24/2012,CLSD PRT  NMAT PRC  SETC
WIND,81001016,WIND-H-SAEE-BOAWLB-S8002,Replace Wire Ropes & Sockets,UM01,PDN,WCOM MERR,U,OPS,SFC,6/18/2012,TECO CNF  PRT  GMPS PRC  SETC
WIND,81001033,WIND-P-PGME-RECSDV-XXV30102,XXV Export Pipe Line (Export Valve) - W0,UM01,MEC,WCOM,U,OPS,SFC,4/26/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81001034,WIND-U-EDDC-CABUPS-ED7401B,UPS Battery Set B - E901 - Batteries,UM01,ELE,WCOM,U,ELEC,SFC,5/13/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81001036,WIND-H-SARE-KITMED-MED0002,Oxygen Resuscitator (2x) - Q001 -,UM01,PDN,WCOM,U,OPS,SFC,5/13/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81001037,WIND-S-MOHD,* Windermere Helicopterdeck - Q153 -,UM01,MEC,WCOM,U,OPS,SFC,5/14/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81001039,WIND-S-MOHD,* Windermere Helicopterdeck - Q013 -,UM01,MEC,WCOM,U,GENCON,SFC,5/9/2012,CLSD PRT  NMAT PRC  SETC
WIND,81001040,WIND-U-HLCR-DH1,Crane Wire Rope Socket - Q004 -,UM01,MEC,WCOM,U,GENCON,SFC,5/23/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81001041,WIND-U-HLCR-DH1,Crane 6-T Ball (hook) - Q003 -,UM01,MEC,WCOM,U,GENCON,SFC,5/9/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81001043,WIND-C-CMMR,MARINE RADIO EQUIPMENT - V106 -,UM01,ELE,WCOM,U,GENCON,SFC,5/9/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81001044,WIND,ELECTRICAL SYSTEMS  E700  NEN 3140,UM01,ELE,WCOM,U,GENCON,SFC,11/19/2012,CLSD PRT  NMAT PRC  SETC
WIND,81001232,WIND-U-HLCR-DH1,Crane Wire Rope   Q004  Replace Wire Rop,UM01,MEC,WCOM,U,GENCON,SFC,5/22/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81001432,WIND-U-HLCR-DH1,Pedestal Crane   M545,UM01,MEC,WCOM,U,MECH,SFC,6/18/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81001570,WIND-U-HLCR-DH1,Pedestal Crane   M545,UM01,MEC,WCOM,U,MECH,SFC,7/18/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81001571,WIND-U-HLCR-DH1,Pedestal Crane   M545,UM01,MEC,WCOM,U,MECH,SFC,8/17/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81001572,WIND-U-HLCR-DH1,Pedestal Crane   M545,UM01,MEC,WCOM,U,MECH,SFC,9/16/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81001936,WIND-U-HLCR-DH1,Pedestal Crane   M545,UM01,MEC,WCOM,U,MECH,SFC,10/16/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81001962,WIND-P-WHXM-W01SSV-XXV10101,Sub Service Safety Valve Well Slot 1,UM01,MEC,WCOM,U,MECH,SFC,6/30/2012,TECO CNF  PRT  NMAT PRC  SETC
WIND,81001963,WIND-P-WHXM-W02SSV-XXV10121,Sub Service Safety Valve Well Slot 2,UM01,MEC,WCOM,U,MECH,SFC,6/30/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002212,WIND-P-PGME-RECSDV-XXV30102,V024 12M SDV Export Line to Pipeline,UM01,MEC,WCOM,U,MECH,SFC,11/22/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002215,WIND-P-PGPS-MANMA1-PT30101,I400 PT Production Manifold,UM01,INS,WCOM,U,INST,SFC,7/9/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002216,WIND-P-PGPS-MANMA1-PT30102,I400 PT Production Manifold,UM01,INS,WCOM,U,INST,SFC,7/9/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002217,WIND-P-PGPS-MANMA1-PT30103,I400 PT Production Manifold,UM01,INS,WCOM,U,INST,SFC,7/9/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002375,WIND-P-WHXM-W01SSV-XXV10101,Sub Service Safety Valve Well Slot 1,UM01,MEC,WCOM,U,MECH,SFC,12/27/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002376,WIND-P-WHXM-W02SSV-XXV10121,Sub Service Safety Valve Well Slot 2,UM01,MEC,WCOM,U,MECH,SFC,12/27/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002393,WIND-U-HLCR-DH1,Pedestal Crane   M545,UM01,MEC,WCOM,U,MECH,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002443,WIND-P-PGPS-MANHPV-XBDV30101,I615 12M XBDV Blow Dwn Vve Prod Manifold,UM01,INS,WCOM,U,INST,SFC,2/15/2013,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002444,WIND-P-WHXM-W01INJ-XXV10104,I615 12M SDV S/D Valve MI W/head Slot 1,UM01,INS,WCOM,U,INST,SFC,2/15/2013,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002445,WIND-P-WHXM-W02INJ-XXV10124,I615 12M SDV S D Vlve MI Wellhead Slot 2,UM01,MEC,WCOM,U,MECH,SFC,2/15/2013,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002446,WIND-U-CHCI-INJOUT-XXV55102,I615 12M SDV CI Export Line To Umbilical,UM01,INS,WCOM,U,INST,SFC,2/15/2013,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002447,WIND-U-CHHI-INJOFI-XXV55101,I615 12M SDV HI Exp Line/ Prod. Manifold,UM01,INS,WCOM,U,INST,SFC,2/15/2013,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002571,WIND-H-SARE-FRECAA-80FSB0001,Q001 60M BA Bottle Recertification,UM01,PDN,WCOM,U,OPS,SFC,7/29/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002572,WIND-H-SARE-FRECAA-80FSB0002,Q001 60M BA Bottle Recertification,UM01,PDN,WCOM,U,OPS,SFC,11/15/2012,CLSD PRT  NMAT PRC  SETC
WIND,81002584,WIND-C-FGDT-BFL001,"V007 12M Flame Detectors, Zone 1",UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  NMAT PRC  SETC
WIND,81002585,WIND-C-FGDT-BFL002,"V007 12M Flame Detectors, Zone 2",UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002586,WIND-C-FGDT-BFL007,"V007 12M Flame Detectors, Zone 7",UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002587,WIND-C-FGDT-BFL008,"V007 12M Flame Detectors, Zone 8",UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002588,WIND-C-FGDT-BHE,V007 12M Heat Detection,UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002589,WIND-C-FGDT-BHE003,"V007 12M Heat Detectors, Zone 3",UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002590,WIND-C-FGDT-BHE004,"V007 12M Heat Detectors, Zone 4",UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002591,WIND-C-FGDT-BHE005,"V007 12M Heat Detectors, Zone 5",UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002592,WIND-C-FGDT-BMA,V007 12M Manual Alarm,UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002593,WIND-C-FGDT-BMAMPB,V007 12M Manual Push Button,UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002594,WIND-C-FGDT-BSM,V007 12M Smoke Detection,UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002595,WIND-C-FGDT-BSM003,"V007 12M Smoke Detectors, Zone 3",UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002596,WIND-C-FGDT-BSM006,"V007 12M Smoke Detectors, Zone 6",UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002602,WIND-C-FGDT-BSM009,"V007 12M Smoke Detectors, Zone 9",UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002603,WIND-H,"V007 12M Health, Safety and Environment",UM01,MEC,WCOM,U,MECH,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002604,WIND-H-FF,V007 12M Fire Fighting Systems,UM01,MEC,WCOM,U,MECH,SFC,11/1/2012,CLSD PRT  NMAT PRC  SETC
WIND,81002605,WIND-H-FFFE,V007 12M Fire Extinguishers,UM01,MEC,WCOM,U,MECH,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002606,WIND-H-FFFE-FFF,V007 12M Dual Agent Hosereel,UM01,MEC,WCOM,U,MECH,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002607,WIND-H-FFFE-FFFCYL,V007 12M Fixed AFFF Foam Storage,UM01,MEC,WCOM,U,MECH,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002608,WIND-H-FFFE-FFFSTO,V007 12M Dual Agent Skid,UM01,MEC,WCOM,U,MECH,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002609,WIND-H-FFFE-FOA,V007 12M Foam Extinguishers,UM01,MEC,WCOM,U,MECH,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002610,WIND-H-FFFE-WAT,V007 12M Water Extinguishers,UM01,MEC,WCOM,U,MECH,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002611,WIND-H-SA,V007 12M Safety Systems,UM01,PDN,WCOM,U,OPS,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002612,WIND-H-SARE-FRE,V007 12M Personal Fire Fighting Equipt.,UM01,PDN,WCOM,U,OPS,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002770,WIND-C-FGDT-ABH002,"V007 12M Gas Detectors, Zone 2",UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002771,WIND-C-FGDT-ABH003,"V007 12M Gas Detectors, Zone 3",UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002772,WIND-C-FGDT-ABH006,"V007 12M Gas Detectors, Zone 6",UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002773,WIND-C-FGDT-ABH007,"V007 12M Gas Detectors, Zone 7",UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002774,WIND-C-FGDT-ABH009,"V007 12M Gas Detectors, Zone 9",UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002775,WIND-C-FGDT-BFL,V007 12M Flame Detection,UM01,INS,WCOM,U,INST,SFC,11/15/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002883,WIND-P-WHXM,V300 12M Wellhead and Flowlines,UM01,MEC,WCOM,U,MECH,SFC,8/7/2012,CLSD NMAT PRC  SETC
WIND,81002891,WIND-H-SAEE-BOAWLB,Q001 48M Lifeboat Transpnder,UM01,PDN,WCOM,U,OPS,SFC,8/8/2012,CLSD PRT  NMAT PRC  SETC
WIND,81002910,WIND-H-SARE-FRECAA-80FSB0005,Q001 60M BA Bottle Recertification,UM01,PDN,WCOM,U,OPS,SFC,7/29/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002923,WIND-H-SARE-FRECAA-80FSB0006,Q001 60M BA Bottle Recertification,UM01,PDN,WCOM,U,OPS,SFC,7/29/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81002991,WIND-H-SARE-FRECAA-80FSB0004,Q001 60M BA Bottle Recertification,UM01,PDN,WCOM,U,OPS,SFC,7/29/2012,CLSD PRT  NMAT PRC  SETC
WIND,81003049,WIND-H-SAEE-BOAWLB,Q001 48M Lifeboat Certification,UM01,PDN,WCOM,U,OPS,SFC,8/8/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81003140,WIND-U-HLCR-DH1,Q021 12M TCVT Inspections,UM01,MEC,WCOM,U,MECH,SFC,8/7/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81003573,WIND-H-SAEE-DGE,Q017 24M Decending Gear,UM01,PDN,WCOM,U,OPS,SFC,11/6/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81003574,WIND-H-SAEE-DGEADD,"Q017 24M Decending Gear, Decending Donut",UM01,PDN,WCOM,U,OPS,SFC,11/6/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81003575,WIND-H-SAEE-PER,Q017 24M Personnel Evacuation Equipment,UM01,PDN,WCOM,U,OPS,SFC,11/6/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81003576,WIND-H-SARE,Q160 Rescue / Salvage / Medical Systems,UM01,PDN,WCOM,U,OPS,SFC,9/28/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81003577,WIND-H-SARE-KITMED,Q200 3M Medical Supplies,UM01,PDN,WCOM,U,OPS,SFC,10/9/2012,CLSD CNF  NMAT PRC  SETC
WIND,81003578,WIND-H-SARE-MOB,Q016 Man Overboard Equipment,UM01,PDN,WCOM,U,OPS,SFC,11/20/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81003579,WIND-H-SARE-PER,Q016 Personnel Safety Equipment,UM01,PDN,WCOM,U,OPS,SFC,11/20/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81003580,WIND-H-SARE-PERESC,Q002 Escape Sets,UM01,PDN,WCOM,U,OPS,SFC,11/20/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81003716,WIND-U-HLCR-DH1,Pedestal Crane   M545,UM01,MEC,WCOM,U,MECH,SFC,12/15/2012,CLSD CNF  NMAT PRC  SETC
WIND,81003724,WIND-F-HVLQ-VENAHU-Z8801,O301 3M HVAC INSPECTIONS,UM01,INS,WCOM,U,INST,SFC,9/7/2012,CLSD CNF  NMAT PRC  SETC
WIND,81003725,WIND-F-HVLQ-VENAHU-Z8801,O301 3M HVAC INSPECTIONS,UM01,INS,WCOM,U,INST,SFC,12/6/2012,CLSD CNF  NMAT PRC  SETC
WIND,81003821,WIND-H-SARE-KITMED,Q200 3M Medical Supplies,UM01,PDN,WCOM,U,OPS,SFC,1/7/2013,TECO CNF  PRT  NMAT PRC  SETC
WIND,81003832,WIND-U-CHCI-TRFSRV-PSV59052,Q011 48M PSV Recertification,UM01,MEC,WCOM,U,MECH,SFC,10/6/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81003833,WIND-U-CHHI-TRFSRV-PSV59051,Q011 48M PSV Recertification,UM01,MEC,WCOM,U,MECH,SFC,10/6/2012,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81004126,WIND-U-HLCR-DH1,Pedestal Crane   M545,UM01,MEC,WCOM,U,MECH,SFC,1/14/2013,CLSD CNF  NMAT PRC  SETC
WIND,81004606,WIND-U-HLCR-DH1,Pedestal Crane   M545,UM01,MEC,WCOM,U,MECH,SFC,2/13/2013,CLSD CNF  NMAT PRC  SETC
WIND,81004667,WIND-F-HVLQ-VENAHU-Z8801,O301 3M HVAC INSPECTIONS,UM01,INS,WCOM,U,INST,SFC,3/6/2013,CLSD PRT  NMAT PRC  SETC
WIND,81004680,WIND-C-FGDT-ABHPOR,V007 12M Calibration Portable Gas Detect,UM01,INS,WCOM,U,INST,SFC,5/9/2013,CLSD PRT  NMAT PRC  SETC
WIND,81004684,WIND-H-SAEE-BOAWLB,M306 12M Life boat Inspections,UM01,NMC,WCOM,U,OPS,SFC,5/16/2013,CLSD CNF  NMAT PRC  SETC
WIND,81004685,WIND-H-SAEE-BOAWLB-S8002,M308 12M Life boat Davit Inspections,UM01,PDN,WCOM,U,OPS,SFC,5/16/2013,CLSD CNF  NMAT PRC  SETC
WIND,81004693,WIND-C-NAAD,V301 12M Navigation Aids,UM01,ELE,WCOM,U,ELEC,SFC,5/18/2013,CLSD PRT  NMAT PRC  SETC
WIND,81004760,WIND-C-CNDS,V002 12M DCS Vendor Inspection ABB,UM01,INS,WCOM,U,INST,SFC,5/19/2013,CLSD CNF  NMAT PRC  SETC
WIND,81004762,WIND-C-CMMR,V106 12M VHF Maritime Insp.Including DSC,UM01,ELE,WCOM,U,ELEC,SFC,5/18/2013,CLSD CNF  NMAT PRC  SETC
WIND,81004763,WIND-H-SAEE-RAF,V007 12M  Liferaft yearly test,UM01,PDN,WCOM,U,OPS,SFC,5/19/2013,CLSD NMAT PRC  SETC
WIND,81004828,WIND-U-HLCR-DH1,Pedestal Crane   M545,UM01,MEC,WCOM,U,MECH,SFC,3/15/2013,CLSD PRT  NMAT PRC  SETC
WIND,81004916,WIND-U-CHHI-TRFOUT-XXV59051,I066WI 12M Shutdown Valve Checks,UM01,MEC,WCOM,U,MECH,SFC,6/12/2013,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81004917,WIND-U-CHHI-TRFOFI-XXV59050,I066WI 12M Shutdown Valve Checks,UM01,INS,WCOM,U,INST,SFC,6/12/2013,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81004918,WIND-U-CHCI-TRFOUT-XXV59058,I066WI 12M Shutdown Valve Checks,UM01,INS,WCOM,U,INST,SFC,6/12/2013,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81004936,WIND-P-WHXM,V300 12M Wellhead and Flowlines,UM01,MEC,WCOM,U,MECH,SFC,5/24/2013,CLSD NMAT PRC  SETC
WIND,81004975,WIND-H-SARE-KITMED,Q200 3M Medical Supplies,UM01,PDN,WCOM,U,OPS,SFC,4/7/2013,CLSD PRT  NMAT PRC  SETC
WIND,81005284,WIND-U-HLCR-DH1,M545 1M Pedestal Crane,UM01,MEC,WCOM,U,MECH,SFC,4/14/2013,CLSD PRT  NMAT PRC  SETC
WIND,81005309,WIND-H-SARE-FRECAA-80FSB0003,Q001 60M BA Bottle Recertification,UM01,PDN,WCOM,U,OPS,SFC,7/9/2013,CLSD CNF  NMAT PRC  SETC
WIND,81005644,WIND-H-SARE-FRECAA-80FSB0001,V007 12M Insp Fire & Gas System,UM01,PDN,WCOM,U,OPS,SFC,7/24/2013,CLSD CNF  NMAT PRC  SETC
WIND,81006044,WIND-U-HLCR-DH1,M545 1M Pedestal Crane,UM01,MEC,WCOM,U,MECH,SFC,5/14/2013,CLSD NMAT PRC  SETC
WIND,81006112,WIND-U-HLCR-DH1,Q021 12M TCVT Pedestal Crane,UM01,MEC,WCOM,U,MECH,SFC,12/31/2013,CLSD GMPS NMAT PRC  SETC
WIND,81006240,WIND-P-WHXM-W01SSV-XXV10101,Sub Service Safety Valve Well Slot 1,UM01,MEC,WCOM,U,MECH,SFC,6/25/2013,CLSD CNF  NMAT PRC  SETC
WIND,81006241,WIND-P-WHXM-W02SSV-XXV10121,Sub Service Safety Valve Well Slot 2,UM01,MEC,WCOM,U,MECH,SFC,6/25/2013,CLSD CNF  NMAT PRC  SETC
WIND,81006266,WIND-F-HVLQ-VENAHU-Z8801,O301 3M HVAC INSPECTIONS,UM01,INS,WCOM,U,INST,SFC,6/4/2013,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81006708,WIND-U-HLCR-DH1,M545 1M Pedestal Crane,UM01,MEC,WCOM,U,MECH,SFC,6/13/2013,CLSD CNF  PRT  NMAT PRC  SETC
WIND,81006833,WIND-H-SARE-KITMED,Q200 3M Medical Supplies,UM01,PDN,WCOM,U,OPS,SFC,7/6/2013,CLSD CNF  NMAT PRC  SETC
WIND,81006893,WIND-P-PGME-RECSDV-XXV30102,W015 6M Closure Test Export Pipeline,UM01,PDN,WCOM,U,OPS,SFF,5/2/2013,CLSD CNF  NMAT PRC  SETC
WIND,81007052,WIND-H-SARE,Q160 Rescue / Salvage / Medical Systems,UM01,PDN,WCOM,U,OPS,SFC,9/23/2013,CLSD CNF  NMAT PRC  SETC
WIND,81007265,WIND-U-HLCR-DH1,V015 6M Vendor Inspection Crane Deck,UM01,MEC,WCOM,U,MECH,SFC,5/19/2013,TECO NMAT PRC  SETC
WIND,81007327,WIND-U-HLCR-DH1,M545 1M Pedestal Crane,UM01,MEC,WCOM,U,MECH,SFC,7/13/2013,CLSD CNF  PRT  NMAT PRC  SETC
